Date,Tweet,likes_count,nlikes,nreplies,nretweets,replies_count,retweets_count
2021-07-23,Tesla Model S Plaid is alien technology,6251.0,,,,561.0,445.0
2021-07-25,Tesla Giga Shanghai team has done amazing work!,9638.0,,,,491.0,359.0
2021-07-26,"We will try. Preferable for Tesla too, as they last so long. Unlike other makers of cars, our goal is *not* to profit from service. Best service is not needing service in the first place.",29270.0,,,,704.0,1342.0
2021-07-27,Great work by Tesla Giga Berlin team &amp; supporting contractors!,25059.0,,,,794.0,791.0
2021-07-27,"That’s a low bar. Carmakers have never valued software engineering highly, although VW is trying to change that. I personally wrote software for 20 years &amp; have huge respect for software engineers. Tesla is on par with best software companies &amp; is leader in real world AI.",5271.0,,,,264.0,581.0
2021-07-27,"Tesla software team is excellent even when compared to the best software companies. This is a big deal, as cars are very much computers on wheels.",7965.0,,,,361.0,609.0
2021-07-27,"Ships are probably fine with iron cells, but aircraft need very high energy density for good range. I’m not saying Tesla will do aircraft – we have our hands full with cars &amp; solar/battery power generation – just that max energy density is needed for aircraft.",13621.0,,,,752.0,648.0
2021-07-29,Convincing the best AI talent to join Tesla is the sole goal,9958.0,,,,568.0,564.0
2021-07-29,Tesla AI Day August 19th,180888.0,,,,15103.0,12131.0
2021-07-29,"Haha ok, I will do the Tesla shareholder meeting in a posh British accent",34565.0,,,,976.0,1000.0
2021-07-29,"These guys are either shady, 🥜 or both. I mean seriously there’s a long list of companies to pick on before Tesla …",9421.0,,,,737.0,510.0
2021-07-30,Cook &amp; I have never spoken or written to each other ever. There was a point where I requested to meet with Cook to talk about Apple buying Tesla. There were no conditions of acquisition proposed whatsoever. He refused to meet. Tesla was worth about 6% of today’s value.,6727.0,,,,377.0,739.0
2021-07-30,"This should be clear to anyone who has experienced the FSD beta evolution. Self-driving requires solving a major part of real-world AI, so it’s an insanely hard problem, but Tesla is getting it done. AI Day will be great.",8244.0,,,,416.0,554.0
2021-07-31,"Tesla policy is never to give in to false claims, even if we would lose, and never to fight true claims, even if we would win.",10594.0,,,,504.0,860.0
2021-08-01,"Reason we hustled so much to get Autopilot V1 out was that someone driving non-Autopilot Tesla fell asleep, crashed &amp; killed cyclist (Tesla driver was uninjured). Driver nonetheless sued us saying new car smell made him fall asleep (sigh). Judge didn’t agree.",6260.0,,,,347.0,352.0
2021-08-01,The Tesla AI predictions are swiftly becoming superhuman – its guesses for what it can’t see well feel like ESP. It has a vastly larger training set than any human &amp; thinks only about driving.,5030.0,,,,336.0,501.0
2021-08-03,"Hard to believe it’s been 15 years already. Those goals actually precede the creation of Tesla by many years. Goes back to probably ~1992 when I was in college. However, at the time, I thought the chance of achieving those goals was very low.",11793.0,,,,567.0,696.0
2021-08-04,The sheer amount of time Tesla has spent dealing with bike lane is staggering. Short answer … yes.,10381.0,,,,455.0,379.0
2021-08-05,"Yeah, seems odd that Tesla wasn’t invited",38344.0,,,,2943.0,2255.0
2021-08-05,"If you’re curious about Tesla, SpaceX &amp; my general goings on, is writing a biography",141888.0,,,,8304.0,7958.0
2021-08-06,"Tesla Automation (Deutschland) built a specialized machine to wrap the rotor with carbon fiber at precise tension. If too low, it would come loose at low temp, due to CTE differences. If too high, it would snap at high temp &amp; rpm.",7228.0,,,,342.0,403.0
2021-08-12,"Tesla makes cars for export in first half of quarter &amp; for local market in second half. As publicly disclosed, we are operating under extreme supply chain limitations regarding certain “standard” automotive chips. Most problematic by far are Renesas &amp; Bosch.",11475.0,,,,807.0,862.0
2021-08-26,Tesla China rocks!,16190.0,,,,1005.0,602.0
2021-08-31,Thank for bringing this up. Tesla will expedite service center openings. Have you tried our mobile service that comes to you?,9848.0,,,,578.0,287.0
2021-09-02,"The robots are coming anyway, as Boston Dynamics videos clearly show. I will not be able to ensure that robots made by other companies are safe, but I can try my best to do so at Tesla.",5206.0,,,,501.0,521.0
2021-09-02,"That is the aspiration, but we need to be cautious. Safety is always paramount at Tesla.",3923.0,,,,245.0,188.0
2021-09-03,"Generally agree, but probability of thermal runaway is dangerously high with large pouch cells. Tesla strongly recommends against their use.",6713.0,,,,331.0,339.0
2021-09-04,Lot of good work happening on Tesla sound codec &amp; audio software in general. Aiming for maximum music dopamine in your brain!,5666.0,,,,556.0,373.0
2021-09-07,Tesla audio engineering is great,18094.0,,,,574.0,490.0
2021-09-10,"Alter falter! Dankeschön Nürburgring, Tesla wird geerht.",5196.0,,,,292.0,265.0
2021-09-10,"Tesla doesn’t have the bandwidth to do it, but there are some good third party mod shops",2388.0,,,,176.0,98.0
2021-09-10,"Next will be modified Plaid with added aero surfaces, carbon brakes &amp; track tires (all things that can be done without Tesla being in the loop)",30985.0,,,,1744.0,1220.0
2021-09-10,"Tesla Model S Plaid just set official world speed record for a production electric car at Nurburgring. Completely unmodified, directly from factory.",125436.0,,,,6298.0,10325.0
2021-09-11,"Great work by Tesla team, with special thanks to Tesla Automation in Prüm, who were critical to many high-performance parts of Plaid!",2969.0,,,,165.0,166.0
2021-09-11,An early season episode of the Tesla soap opera!,33258.0,,,,543.0,756.0
2021-09-12,"To be fair, investors are giving us significant credit for achieving self-driving, given that Tesla’s valuation/production is very high compared to other automakers",6344.0,,,,693.0,382.0
2021-09-17,"Beta button will request permission to assess driving behavior using Tesla insurance calculator. If driving behavior is good for 7 days, beta access will be granted.",5840.0,,,,633.0,463.0
2021-09-18,"Probably will trap a Tesla with the production Autopilot build, but won’t work with FSD. Using a ring of cones would stop FSD though.",3633.0,,,,170.0,132.0
2021-09-20,Tesla has not yet decided on a fourth Gigafactory location,8040.0,,,,1660.0,451.0
2021-09-20,Tesla insurance calculator will show status in real-time &amp; tell you what actions are needed to be rated “good driver”,2995.0,,,,172.0,242.0
2021-09-22,Tesla is the king of car farts!,5957.0,,,,550.0,375.0
2021-09-22,"The regulatory process for approval to offer insurance is extremely slow &amp; complex, varying considerably by state. Tesla is hoping to offer real-time (based on actual driving history) insurance in Texas next month. Probably next year before we get approval in New York.",17223.0,,,,744.0,734.0
2021-09-26,Absolutely! Tesla team rocks 💕,12267.0,,,,569.0,496.0
2021-09-27,Illustrates why Tesla sales will soon exceed mass of universe,12718.0,,,,675.0,672.0
2021-09-30,"No guarantees, but I think it will. This is a big part of what I meant by Tesla’s long-term competitive advantage being manufacturing technology.",5670.0,,,,283.0,447.0
2021-10-02,♥️♥️ Congrats Tesla team! ♥️♥️,54692.0,,,,3338.0,3391.0
2021-10-03,Manufacturing will be Tesla’s long-term competitive strength,12905.0,,,,545.0,738.0
2021-10-04,"This was *extremely* difficult. Huge props to Tesla engineering, supply chain, production &amp; key suppliers.",18173.0,,,,1592.0,878.0
2021-10-05,Tesla always pays its debts,57427.0,,,,3486.0,2321.0
2021-10-08,Please consider joining Tesla AI software or hardware teams!,75630.0,,,,8151.0,5416.0
2021-10-08,"If you’d like to join Tesla AI, but can’t easily move to Palo Alto or Austin, that is acceptable for extremely excellent candidates where inefficiency of distance is overcome by talent",41491.0,,,,2772.0,1898.0
2021-10-10,"These are nice, but high time we built a really big Tesla coil!",12457.0,,,,720.0,545.0
2021-10-17,Maybe Buffett should invest in Tesla haha,51187.0,,,,1829.0,2462.0
2021-10-17,"We can do that partially, but detailed rocket technology is considered advanced weaponry (same tech as nuclear missiles), so there are more limitations than at Tesla",3656.0,,,,319.0,152.0
2021-10-20,"Objectively, her track record is extremely biased against Tesla",7030.0,,,,719.0,662.0
2021-10-24,Lots of people I talked to on the production lines at Tesla or building rockets at SpaceX own Doge. They aren’t financial experts or Silicon Valley technologists. That’s why I decided to support Doge – it felt like the people’s crypto.,33219.0,,,,4060.0,7162.0
2021-10-26,"Also, Tesla will soon be a German car manufacturer.",6587.0,,,,500.0,402.0
2021-10-26,"Sorry to Tesla beta users for the trouble! Issue turned out to be power saving mode interacting with FSD. Our internal QA fleet didn’t see this, because cars are constantly in use, so very rarely enter power saving mode. Internal QA will obv test this case going forward.",9088.0,,,,439.0,448.0
2021-10-26,I’d like to express appreciation to Tesla Autopilot engineering &amp; QA for working round the clock all weekend to resolve the problem,9560.0,,,,451.0,555.0
2021-10-26,"Strange that moved valuation, as Tesla is very much a production ramp problem, not a demand problem",21217.0,,,,1182.0,989.0
2021-10-27,I feel like this has happened at Tesla a few times,13758.0,,,,1229.0,502.0
2021-10-28,Tesla always pays its debts,7597.0,,,,906.0,633.0
2021-10-28,The cemetery of automotive startups over the past century is very large &amp; will get larger. Tesla &amp; Ford are the only American car companies that haven’t gone bankrupt.,18422.0,,,,969.0,974.0
2021-10-28,"Indeed, US taxpayers actually profited from the Tesla loan",4147.0,,,,241.0,343.0
2021-10-28,"GM &amp; Chrysler were bailed out (money never repaid), but Tesla was not. Crucial Tesla investment actually came from Daimler in 2009, from which they did very well. Tesla received govt energy efficiency loan in 2010, by which time capital markets reopened. Loan was repaid early.",12098.0,,,,594.0,1245.0
2021-10-28,"That math is incorrect, but still a lot of devices per second! I guess if Tesla can reach 20M cars/year, that would be one every ~1.5 seconds!",10016.0,,,,751.0,514.0
2021-10-29,“Tesla Hertz Shorts”,23876.0,,,,1202.0,1212.0
2021-10-30,Thanks on behalf of Tesla,11285.0,,,,613.0,425.0
2021-10-31,"If WFP can describe on this Twitter thread exactly how $6B will solve world hunger, I will sell Tesla stock right now and do it.",332993.0,,,,13288.0,58876.0
2021-11-01,Trial program for opening Tesla Superchargers to other EVs has begun,81752.0,,,,8438.0,6038.0
2021-11-01,"By definition, since I own ~20% of Tesla, ~80% of stock gains necessarily went to investors &amp; employees!",27607.0,,,,992.0,1543.0
2021-11-02,"You’re welcome! If any of this is based on Hertz, I’d like to emphasize that no contract has been signed yet. Tesla has far more demand than production, therefore we will only sell cars to Hertz for the same margin as to consumers. Hertz deal has zero effect on our economics.",42199.0,,,,2223.0,2501.0
2021-11-04,"In the future, any Tesla you use will automatically sync to your preferences",20604.0,,,,1514.0,1035.0
2021-11-06,"Much is made lately of unrealized gains being a means of tax avoidance, so I propose selling 10% of my Tesla stock. Do you support this?",150997.0,,,,57560.0,24908.0
2021-11-06,"Haha true! The top alternate name, if we couldn’t acquire the Tesla Motors trademark, was Faraday, which a competitor ended up using.",34707.0,,,,1577.0,1261.0
2021-11-07,Tesla Autopilot spends a lot of effort on minimizing jerk,7635.0,,,,750.0,325.0
2021-11-08,I had too many bottles of Teslaquila!,13469.0,,,,836.0,847.0
2021-11-12,"I hope they’re able to achieve high production &amp; breakeven cash flow. That is the true test. There have been hundreds of automotive startups, both electric &amp; combustion, but Tesla is only American carmaker to reach high volume production &amp; positive cash flow in past 100 years.",26412.0,,,,1288.0,2436.0
